id,link,price,title,ilan_no,yer,oda,metrekare,bina_yasi,kat,banyo
3121,https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-icerenkoy-emlakcidan-daire/detay/32387284,385000,İçerenköy&#34;de Site içinde Yüksek Katta Aydınlık 3+1 SATILIK Daire,36118-12926,İstanbul/Ataşehir/İçerenköy,4,110,21,11,1
3122,https://www.hurriyetemlak.com/konut-satilik/eskisehir-odunpazari-goztepe-emlakcidan-daire/detay/32369871,380000,ÖNÜ TAMAMEN AÇIK OLDUKÇA GENİŞ 3+1 LÜKS SATILIK DAİRE S-400,49293-7347,Eskişehir/Odunpazarı/Göztepe,4,170,20,1,2
3123,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-yapracik-emlakcidan-daire/detay/32374754,119000,EmlakZADE den YAPRACIK ODTÜLÜLER SİT. SIFIR 3+1 SATILIK DAİRE,6675-7296,Ankara/Etimesgut/Yapracık,4,135,1,1,1
3124,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-kirkkonaklar-emlakcidan-daire/detay/32397330,248000,DİMAX'TAN ÇOK CAZİP FİYATA 3.KATTA SIFIR 2+1 LÜKS DAİRE,70180-1971,Ankara/Çankaya/Kırkkonaklar,3,100,0,3,1
3125,https://www.hurriyetemlak.com/konut-satilik/samsun-canik-uludag-emlakcidan-daire/detay/32376760,145000,ÇAVUŞOĞLU EMLAK'TAN ULUDAĞ'DA SIFIR 2+1 100M2 İSKANLI DAİRE,107468-20,Samsun/Canik/Uludağ,3,115,0,1,1
3126,https://www.hurriyetemlak.com/konut-satilik/mersinicel-mezitli-davultepe-emlakcidan-daire/detay/32377010,179000,AKYÜREK'TEN DAVULTEPE'DE 2 YAŞINDA GERÇEK 3+1 KELEPİR KGB CEPHE,86892-1751,Mersin(İçel)/Mezitli/Davultepe,4,180,2,1,2
3127,https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-pinar-emlakcidan-daire/detay/32372671,389000,MAVİ BULVARDA SİTE İÇİNDE 4+1 LÜKS FULL ÇİFT BANYO+GİYİNME ODALI,68538-6297,Adana/Seyhan/Pınar,5,200,5,14,2
3128,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-umut-emlakcidan-daire/detay/32367477,263000,ERYILMAZ dan Acil satılık ,85166-284,Ankara/Çankaya/Umut,4,105,35,1,1
3129,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-harbiye-emlakcidan-daire/detay/32387746,315000,NET'DEN Ç.EMEÇ HAKİMEVİ YAKINI SÜPER LÜX YAPILI 3+1,3483-2807,Ankara/Çankaya/Harbiye,4,125,18,3,1
3130,https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-bostanli-emlakcidan-daire/detay/32369023,990000,Bostanlı'da merkezi konumda satılık köşe 4+1 çatı dubleks,80904-417,İzmir/Karşıyaka/Bostanlı,5,260,30,5,2
3131,https://www.hurriyetemlak.com/konut-satilik/ankara-altindag-yildiztepe-emlakcidan-daire/detay/32388213,420000,YILDIZTEPE MAH. GÜLEÇ EMLAK'DAN 3+1 GENİŞ FUL FUL YAPILI DAİRE,15186-1122,Ankara/Altındağ/Yıldıztepe,4,150,0,14,2
3132,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-kozyatagi-emlakcidan-daire/detay/32361062,950000,Point Emlak KOZYATAĞI 3+1 Sıfır 130 M2 Metroya Yakın,26964-83910,İstanbul/Kadıköy/Kozyatağı,4,130,0,9,2
3133,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32375902,320000,ÜNSALLAR'DAN ŞOK FİYATA ÇOK ÇOK ACİL KELEPİR SİTE DAİRESİ,26004-11843,Ankara/Keçiören/Etlik,4,185,0,4,2
3134,https://www.hurriyetemlak.com/konut-satilik/balikesir-bandirma-haci-yusuf-emlakcidan-daire/detay/32379171,210000,EMLAK DÜNYASINDAN FULL DENİZ MANZARALI 2+1 SATILIK DAİRE 110 M2,95962-287,Balıkesir/Bandırma/Hacı Yusuf,3,110,17,3,1
3135,https://www.hurriyetemlak.com/konut-satilik/ankara-sincan-pinarbasi-emlakcidan-daire/detay/32381291,185000,SİNCAN PINARBAŞI MAH SATILIK 3+1 LÜK ASANSÖRLÜ DAİRELER,37640-4931,Ankara/Sincan/Pınarbaşı,4,118,0,0,1
3136,https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-mavisehir-emlakcidan-daire/detay/32402360,1085000,Mavişehir Emlak Knt.indirimli 3+1 Havuz peyzaj mnz.DEKOR OFİSTEN,95976-521,İzmir/Karşıyaka/Mavişehir,4,147,7,9,2
3137,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-sehit-osman-avci-emlakcidan-bina/detay/32393625,270000,ERYAMAN RECİDENCE DA BAĞIMSIZ MUTFAK GÜNEY C. 2+1 120 M2 DUBLEKS,79012-2521,Ankara/Etimesgut/Şehit Osman Avcı,3,120,4,9,3
3138,https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-etiler-emlakcidan-daire/detay/32384931,1200000,REMAX PARK BAHAR'DAN AKMERKEZİN KARŞISINDA PRESTİJLİ DAİRE...,1668-12606,İstanbul/Beşiktaş/Etiler,3,80,40,7,1
3139,https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-dedebasi-emlakcidan-daire/detay/32395890,315000,KARŞIYAKA DEDEBAŞINDA MERKEZİ KONUMDA 3+1 130 m2 ÖNÜ AÇIK DAİRE,78126-882,İzmir/Karşıyaka/Dedebaşı,4,130,18,4,1
3140,https://www.hurriyetemlak.com/konut-satilik/tekirdag-corlu-seyh-sinan-emlakcidan-daire/detay/32389238,202000,ATATÜRK BULVARINDA DEPREM ETÜTLÜ 2+1 YENİ DAİRE,4464-2992,Tekirdağ/Çorlu/Şeyh Sinan,3,88,0,3,2
3141,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-goztepe-emlakcidan-daire/detay/32394928,970000,FIRSAT ! GÖZTEPE BAĞDATA YAKIN SIFIR 135M2 EBEVEYNLİ LÜKS,5555-29103,İstanbul/Kadıköy/Göztepe,4,135,0,8,2
3142,https://www.hurriyetemlak.com/konut-satilik/izmir-cigli-balatcik-emlakcidan-daire/detay/32371248,170000,ÇİĞLİ BALATÇIK'da SATILIK SIFIR DAİRE GLOBAL ÇÖZÜM'DEN,87808-644,İzmir/Çiğli/Balatçık,2,65,0,1,1
3143,https://www.hurriyetemlak.com/konut-satilik/kocaeli-gebze-arapcesme-emlakcidan-daire/detay/32383472,265000,Arapçeşmede Acill Satılık 5+1 Çift Banyolu Dublex,98824-87,Kocaeli/Gebze/Arapçeşme,6,200,3,5,3
3144,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-ovacik-emlakcidan-daire/detay/32394807,268000,ANKARA MIM YENİ YAŞAM MERKEZİ OVACIĞA KOMŞU FULL YAPILI 3+1,82249-385,Ankara/Keçiören/Ovacık,4,135,3,3,1
3145,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-kucukyali-emlakcidan-daire/detay/32402143,525000,Tamiş'den K.Yalı Kadirhasda Kelepir Sıfır 3+1 3.Kat Ön Ebeveynli,6213-13460,İstanbul/Maltepe/Küçükyalı,4,110,1,3,2
3146,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32362339,400000,"MARİNA TOWERS'TA 1,5+1 ANKARA MANZARALI",31397-4736,Ankara/Çankaya/İlkbahar,3,89,1,0,1
3147,https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-23-nisan-emlakcidan-daire/detay/32373772,1010000,1858- ELFİ DEN GİRNE MERKEZDE AVANTAJLI YATIRIM FIRSATLARI,49157-16351,Bursa/Nilüfer/23 Nisan,4,211,1,3,2
3148,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-alacaatli-emlakcidan-daire/detay/32363527,1550000,"BUTİK SİTEDE, YERDEN ISITMA, ŞÖMİNE, 3 EBEVEYN 1 ANA BANYO, 5+1",16262-1455,Ankara/Çankaya/Alacaatlı,6,375,0,4,4
3149,https://www.hurriyetemlak.com/konut-satilik/istanbul-fatih-silivrikapi-emlakcidan-daire/detay/32382194,750000,EVSEN İNŞAAT'TAN FATİH YEDİEMİRLERDE 16 YILLIK 4+1 DUBLEKS,35277-3485,İstanbul/Fatih/Silivrikapı,5,150,16,3,2
3150,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-aksemsettin-emlakcidan-daire/detay/32381130,129000,HİSAR GRUP'TAN AKŞEMSETTİN MH. ÖNÜ AÇIK KELEPİR 3+1 DAİRE,97141-4569,Ankara/Mamak/Akşemsettin,4,115,0,0,1
3151,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-feneryolu-emlakcidan-daire/detay/32363437,560000,ENERJİ F.YOLU'NDA 120M2 KOMBİLİ BAKIMLI,5555-29070,İstanbul/Kadıköy/Feneryolu,3,120,40,0,2
3152,https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-toros-emlakcidan-daire/detay/32390897,155000,HAYAL PARK'ta SEZAR HASTANESİ CVR ULTRA LÜX 2+1 DAİRE,1186-4452,Adana/Çukurova/Toros,3,100,0,0,1
3153,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32390373,230000,CADDE YANI SIFIR BİNADA MERKEZİ KONUMDA ORTA KATTA ACİL 3+1,26004-11889,Ankara/Keçiören/Etlik,4,145,0,2,2
3154,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32388073,1300000,DERYA EMLAKTAN ALTINOLUK MERKEZDE KOMPLE SATILIK BİNA,103555-44,Balıkesir/Edremit/Altınoluk,3,120,10,3,3
3155,https://www.hurriyetemlak.com/konut-satilik/yozgat-merkez-capanoglu-emlakcidan-daire/detay/32376049,135000,SATICI GAYRIMENKULDE ESKİ TOKİ DE ACİL SATILIK 3+1DAİRE,89084-1026,Yozgat/Merkez/Çapanoğlu,4,125,10,4,1
3156,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32384240,450000,"PEYZAJ MANZARALI 2+1 BALKONLU, BÜYÜK TİP",31397-4859,Ankara/Çankaya/İlkbahar,3,119,1,6,2
3157,https://www.hurriyetemlak.com/konut-satilik/eskisehir-odunpazari-emek-emlakcidan-daire/detay/32396857,169800,EMEK MAHALLESİ 120m2 3+1 DAİRE,98711-211,Eskişehir/Odunpazarı/Emek,4,120,0,0,1
3158,https://www.hurriyetemlak.com/konut-satilik/aydin-kusadasi-bayraklidede-emlakcidan-villa/detay/32365499,650000,KUŞADASINDA MÜSTAKİL ÖZEL HAVUZLU BAHÇELİ SATILIK VİLLA,40842-5054,Aydın/Kuşadası/Bayraklıdede,4,155,10,0,2
3159,https://www.hurriyetemlak.com/konut-satilik/istanbul-kagithane-celiktepe-emlakcidan-daire/detay/32361800,370000,"ÇELİKTEPE'DE, METROYA 12 DK. 2+1,90 M2, SATILIK DAİRE, ARTUM'DAN",81240-7053,İstanbul/Kağıthane/Çeliktepe,3,100,4,0,1
3160,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-incirli-emlakcidan-daire/detay/32361232,140000, İncirli Merkezde 3+1 Bağımsız İncirlinin Enuygun Kattaki Daires,52014-4755,Ankara/Keçiören/İncirli,4,120,10,1,1
3161,https://www.hurriyetemlak.com/konut-satilik/denizli-merkez-karahasanli-emlakcidan-daire/detay/32377952,255000,**** DENİZLİ KARAHASANLI 'DA LÜX DUBLEX VE DAİRELER **** ,73618-7528,Denizli/Merkez/Karahasanlı,3,110,0,2,1
3162,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32360872,398000,HAYAT KOLEJİ MEVKİİ ETLİK MERKEZ'DE SİTE İÇİ 3+1 TERAS BALKONLU.,16354-16044,Ankara/Keçiören/Etlik,4,150,7,3,2
3163,https://www.hurriyetemlak.com/konut-satilik/izmir-karabaglar-refet-bele-emlakcidan-daire/detay/32392380,275000,Öğretmen Emlak'tan Refetbele Mah. 2+1 Satılık Daire,23746-12133,İzmir/Karabağlar/Refet Bele,3,105,8,1,1
3164,https://www.hurriyetemlak.com/konut-satilik/istanbul-avcilar-merkez-emlakcidan-daire/detay/32395240,395000,"PRESTİJ'DEN REŞİTPAŞA ÜZERİNDE ASANSÖRLÜ,1.KAT,OTOPARKLI,3+1",2912-2656,İstanbul/Avcılar/Merkez,4,130,30,1,1
3165,https://www.hurriyetemlak.com/konut-satilik/istanbul-cekmekoy-aydinlar-emlakcidan-daire/detay/32362317,220000,Bu Fiyata SIFIR DAİRE,22752-15071,İstanbul/Çekmeköy/Aydınlar,3,66,1,0,1
3166,https://www.hurriyetemlak.com/konut-satilik/giresun-merkez-kayadibi-emlakcidan-villa/detay/32384585,1500000,1.115m2 Arsa Üzerinde 350m2 Süper Lüks Havuzlu Villa...,84157-1162,Giresun/Merkez/Kayadibi,4,1115,1,0,3
3167,https://www.hurriyetemlak.com/konut-satilik/istanbul-sariyer-maslak-emlakcidan-residence/detay/32386760,1425000,SARIYER YAŞAM MERKEZİ MASHATTAN'da 3+1 DAİRE & TÜM ALTERNATİFLER,69537-50028,İstanbul/Sarıyer/Maslak,4,170,10,11,2
3168,https://www.hurriyetemlak.com/konut-satilik/istanbul-beyoglu-cihangir-emlakcidan-daire/detay/32383742,1500000,"KONUT'TAN CİHANGİR'DE BOĞAZ MANZARALI, 2+1, 90 m2 KEYİFLİ DAİRE",1361-14200,İstanbul/Beyoğlu/Cihangir,3,90,35,2,1
3169,https://www.hurriyetemlak.com/konut-satilik/kayseri-talas-mevlana-emlakcidan-daire/detay/32364696,242000,ÖZCAN EMLAKTAN MEVLANA PAZARNA YAKIN UYGUN 3+1 SIFIR DAİRE 125/1,60779-2135,Kayseri/Talas/Mevlana,4,185,0,11,2
3170,https://www.hurriyetemlak.com/konut-satilik/ankara-sincan-mustafa-kemal-emlakcidan-daire/detay/32395857,320000,YENİKENT İN EN GÖZDE SİTESİ RESİTAL DE SATILIK 166 M2 NET 4+1,104421-29,Ankara/Sincan/Mustafa Kemal,5,186,1,8,2
3171,https://www.hurriyetemlak.com/konut-satilik/sakarya-adapazari-tepekum-emlakcidan-daire/detay/32382743,328000,Yağcılarda Bil-net Kolejine yakın Site içinde Kapalı Garajlı 3+1,87403-141,Sakarya/Adapazarı/Tepekum,4,135,4,1,2
3172,https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-cumhuriyet-emlakcidan-daire/detay/32376988,245000,ATA'DAN CUMHURİYET MAH.'DE ÖNÜ AÇIK 2+1 115m2 SATILIK YENİ DAİRE,71433-2581,İzmir/Karşıyaka/Cumhuriyet,3,115,0,0,2
3173,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/32375764,360000,Satılık Sıfır Asansörlü Ön Cephe 1.Kat Yatırımlık Lüx kelepir ..,2824-7601,İstanbul/Maltepe/Altıntepe,3,100,0,1,1
3174,https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-gulveren-emlakcidan-daire/detay/32395401,275000, EVCEN EMLAK'TAN 1.KATTA GÜLVEREN MAH SÜPER 4+1 DAİRE!!,92828-1718,Ankara/Mamak/Gülveren,5,135,0,1,2
3175,https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-2000-evler-emlakcidan-daire/detay/32392879,167500,2000 EVLERDE ÖZEL GÜVENLİKLİ SİTE İÇİ 2+1 BU FİYATA SON DAİRE!!!,54979-9761,Adana/Seyhan/2000 Evler,3,130,0,10,2
3176,https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-konaklar-emlakcidan-daire/detay/32374989,444000,iskanli katmukiyetki 550 den 2 gün 444 tl ,43996-7519,İstanbul/Beşiktaş/Konaklar,3,95,1,2,2
3177,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-seker-emlakcidan-daire/detay/32366637,269999,ERYAMAN ŞEKER MAH DE K.OTOPARKLI 130M2 SIFIR 3+1,103767-81,Ankara/Etimesgut/Şeker,4,140,0,1,1
3178,https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-altintepe-emlakcidan-daire/detay/32383155,595000,YATIRIM GAYRİMENKULALTINTEPEDE MİNİBÜSYOLUNA PARALEL GENİŞ 3+1,5121-3295,İstanbul/Maltepe/Altıntepe,4,13,1,1,1
3179,https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-fethiye-emlakcidan-daire/detay/32372865,645000,1868- ELFİ DEN NİLÜFER FETHİYE ORANGE CİTY'DE SATILIK 3+1 DAİRE,49157-16340,Bursa/Nilüfer/Fethiye,4,184,4,2,2
3180,https://www.hurriyetemlak.com/konut-satilik/kayseri-kocasinan-serceonu-emlakcidan-daire/detay/32371640,405000,SERÇEÖNÜ MAH. NATO CAD. BELEDİYE YANINDA SATILIK 4+1 DAİRE ,80844-358,Kayseri/Kocasinan/Serçeönü,5,240,20,9,1
3181,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32397917,4650000,DALYANDA KAPANMAZ DENİZ MANZARALI BENZERSİZ KUPON 4+1 SATILIK,2312-18412,İstanbul/Kadıköy/Fenerbahçe,5,207,0,8,3
3182,https://www.hurriyetemlak.com/konut-satilik/istanbul-eyup-mimarsinan-emlakcidan-daire/detay/32401642,650000,REMAX GERCEK'TEN YENİ PROJEDE TAPU HAZIR İSKANLI 3+1 130M2 DAİRE,45840-2431,İstanbul/Eyüp/Mimarsinan,3,130,0,1,2
3183,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilker-emlakcidan-daire/detay/32360352,283000,HİSAR'DAN ISI YALITIMLI GENÇ BİNADA EBEVEYN BANYOLU ÖN CEPHE,1288-928,Ankara/Çankaya/İlker,4,130,3,2,2
3184,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-sehit-kubilay-emlakcidan-daire/detay/32367538,180000,FIRSAT ÜSTÜNE FIRSAT BULUNDUĞU LOKASYONUN EN UYGUN DAİRESİ,87967-6804,Ankara/Keçiören/Şehit Kubilay,4,150,0,1,1
3185,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-villa/detay/32402676,875000,ALTINOLUK YAĞCILARDA DENİZE 50 METRE UZAKLIKTA SATILIK 5+1 VİLLA,93832-780,Balıkesir/Edremit/Altınoluk,6,200,7,0,6
3186,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-baglica-emlakcidan-daire/detay/32372256,720000,BAĞLICA'da KAPALI OTOPARKLI SİTE İÇERİSİNDE 4+1 DAİRE,88942-1484,Ankara/Etimesgut/Bağlıca,5,188,0,1,2
3187,https://www.hurriyetemlak.com/konut-satilik/istanbul-uskudar-bahcelievler-emlakcidan-daire/detay/32376941,2390000,"ÇENGELKÖY NAZENİN KONAKLARINDA MUHTEŞEM 4,5+1 209 m2!!!",2924-36821,İstanbul/Üsküdar/Bahçelievler,5,209,0,1,2
3188,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-goztepe-emlakcidan-loft-daire/detay/32369867,1050000,**A++ 5+1 LOFT TERASLI**ÖZGÜRLÜK'TE GİYİM ODALI 2 BANYOLU LÜX,3736-910,İstanbul/Kadıköy/Göztepe,6,200,0,11,2
3189,https://www.hurriyetemlak.com/konut-satilik/elazig-merkez-sursuru-emlakcidan-daire/detay/32372132,280000,ELAZIĞ SÜRSÜRÜ KEBAN KAVŞAĞINA YAKIN SATILIK DAİRELER,91825-501,Elazığ/Merkez/Sürsürü,4,135,0,2,2
3190,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32399367,1450000, FENERBAHÇE DALYANDA 155M2 EBEVEYNLİ SIFIR KAT!!!,1723-3132,İstanbul/Kadıköy/Fenerbahçe,4,155,0,7,2
3191,https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-goksu-emlakcidan-daire/detay/32378866,599000,ERSEY DEN GÖKSU MANZARALI FULL YAPILI 4+1 SATILIK AKILLI DAİRE,66052-400,Ankara/Etimesgut/Göksu,5,196,0,6,2
3192,https://www.hurriyetemlak.com/konut-satilik/istanbul-kucukcekmece-atakent-emlakcidan-daire/detay/32375303,400000,Tema İstanbul'da Şehir Manzaralı 1+1 Satılık Daire ,65784-7071,İstanbul/Küçükçekmece/Atakent,2,74,2,15,1
3193,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-etlik-emlakcidan-daire/detay/32397334,189000,ETLİK AYVALI MERKEZDE KATTA ÖN CEPHE 3+1 SATILIK KONUT,58364-2507,Ankara/Keçiören/Etlik,4,125,14,1,1
3194,https://www.hurriyetemlak.com/konut-satilik/mersinicel-toroslar-alsancak-emlakcidan-daire/detay/32388160,169000,'NAR'DAN ALSANCAK MH.ÇETİNKAYA ÇEV. 3+1 BAĞIMSIZ MUTFAK FIRSAT!!,107221-72,Mersin(İçel)/Toroslar/Alsancak,4,150,1,2,1
3195,https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-ayvali-emlakcidan-daire/detay/32377257,235000,BAKMADAN GEÇMEYİN!!! 3+1 120m2 ÇİFT BALKON AYRICALIĞIYLA....,31522-9009,Ankara/Keçiören/Ayvalı,4,120,0,1,1
3196,https://www.hurriyetemlak.com/konut-satilik/istanbul-sariyer-ayazaga-emlakcidan-residence/detay/32387127,2400000,Maslak Vadistanbul Teras Satılık 3+1 OrmanCephe 184m2 Köşe Daire,101843-270,İstanbul/Sarıyer/Ayazağa,4,184,4,10,2
3197,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32361601,350000,PANORAMA EVLERİ NADİR BULUNAN KAPALI MUTFAK 1+1,31397-4730,Ankara/Çankaya/İlkbahar,2,90,1,4,1
3198,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32398829,250000,FIRSAT DAİRE PEHLİVAN EMLAK'TAN MERKEZDE SATILIK DAİRE,79470-833,Balıkesir/Edremit/Altınoluk,3,90,13,2,1
3199,https://www.hurriyetemlak.com/konut-satilik/nigde-merkez-sahinali-emlakcidan-daire/detay/32376048,148000,YENİ ADLİYE KARŞISINDA2.KATKÖŞEBAŞIKOMBİLİ3+1 DAİRE,94194-246,Niğde/Merkez/Şahinali,4,135,22,2,1
3200,https://www.hurriyetemlak.com/konut-satilik/zonguldak-merkez-mesrutiyet-emlakcidan-daire/detay/32403552,345000,DENİZ MANZARALI MÜKEMMEL YAPILI 3+1,36248-537,Zonguldak/Merkez/Meşrutiyet,4,140,9,3,2
3201,https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/32373597,570000,ADNAN KAHVECİ YAŞAM VADİSİ YANI BUTİK SİTE 2+1 SATILIK DAİRE ,107041-34,İstanbul/Beylikdüzü/Adnan Kahveci,3,110,1,1,1
3202,https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-ataevler-emlakcidan-daire/detay/32369065,920000,48 AY 0 FAİZ İLE NEVATA DA 4+1 SATILIK BAHÇE DUBLEKSİ,49157-16333,Bursa/Nilüfer/Ataevler,5,370,0,0,3
3203,https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-isinlar-emlakcidan-daire/detay/32380624,225000,ARSLAN EMLAK GÜVENCESİYLE IŞINLAR MAHALLESİN'DE 2+1 DUBLEKS,43936-10949,Ankara/Yenimahalle/Işınlar,3,100,15,3,1
3204,https://www.hurriyetemlak.com/konut-satilik/aydin-didim-efeler-emlakcidan-daire/detay/32390317,135000,DİDİMDE SATILIK 1+1 AÇIK MUTFAK,71170-205,Aydın/Didim/Efeler,2,50,0,2,1
3205,https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/32387930,780000,Beylikdüzü Adnan Kahveci Satılık 3+1 Dorapark3 Sitesi ,107041-42,İstanbul/Beylikdüzü/Adnan Kahveci,4,175,1,3,2
3206,https://www.hurriyetemlak.com/konut-satilik/bursa-osmangazi-yunuseli-sahibinden-daire/detay/32375389,270000,Acil Satılık Lüx Daire,0-32375389,Bursa/Osmangazi/Yunuseli,3,100,4,4,2
3207,https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/32395433,680000,Beylikdüzü Kalekent Satılık 3+1 Daire,106678-33,İstanbul/Beylikdüzü/Adnan Kahveci,4,155,2,1,2
3208,https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-yukari-bahcelievler-emlakcidan-daire/detay/32379326,710000,ERHAN'DAN BAŞKENT ÇOCUK HAS.KARŞISI YENİ 2+1 KATTA,4459-1608,Ankara/Çankaya/Yukarı Bahçelievler,3,110,2,1,1
3209,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32361824,410000,Altınoluk Merkezde Satılık 3+1 Geniş Daire (Özinal'dan),51109-3139,Balıkesir/Edremit/Altınoluk,4,125,12,0,1
3210,https://www.hurriyetemlak.com/konut-satilik/izmir-bornova-mevlana-emlakcidan-daire/detay/32396729,340000,Bornova MYWAY 202 Projesinde Harika Konumda Satılık 1+1 Daire Fa,99117-101,İzmir/Bornova/Mevlana,2,72,0,6,1
3211,https://www.hurriyetemlak.com/konut-satilik/sakarya-karasu-yali-emlakcidan-yazlik/detay/32370252,240000,RE/MAX GARANTİDE KARASUNUN EN LÜKS SİTESİ EKŞİ CİTYDE 0 2+1,80594-967,Sakarya/Karasu/Yalı,3,80,4,2,1
3212,https://www.hurriyetemlak.com/konut-satilik/bolu-merkez-asagisoku-emlakcidan-daire/detay/32378543,220000,KANALYOLUNDA 3+1 LÜX-SIFIR-İSKANLI-OTURMA HAZIR DAİRELER SATIŞTA,99885-6,Bolu/Merkez/Aşağısoku,4,140,0,3,2
3213,https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinkum-emlakcidan-daire/detay/32362448,260000,ADA GAYRİMENKUL DEN AKÇAY ALTINKUM MH DE SATILIK DAİRE,97797-362,Balıkesir/Edremit/Altınkum,3,80,0,0,1
3214,https://www.hurriyetemlak.com/konut-satilik/ankara-sincan-aksemsettin-emlakcidan-daire/detay/32360738,145000,12 YILLIK BİNADA İÇİ SIFIRDAN YAPILMIŞ SALON BAĞIMSIZ KATTA 3+1,69778-3768,Ankara/Sincan/Akşemsettin,4,110,12,3,1
3215,https://www.hurriyetemlak.com/konut-satilik/aydin-didim-akbuk-emlakcidan-yazlik/detay/32363444,650000,Akbük Merkezde 4+1 Dubleks Denize 100 Metre,76840-374,Aydın/Didim/Akbük,5,240,1,2,3
3216,https://www.hurriyetemlak.com/konut-satilik/istanbul-sariyer-istinye-emlakcidan-daire/detay/32381732,820000,"İSTİNYE BOĞAZİÇİ SİTESİ 4+1, 148 M2 ÇATI DUBLEXİ OKAZYON",41756-13568,İstanbul/Sarıyer/İstinye,4,148,36,4,2
3217,https://www.hurriyetemlak.com/konut-satilik/mersinicel-yenisehir-ciftlikkoy-emlakcidan-daire/detay/32386056,115000,AYGAYRİMENKUL'DEN MERSİN-YENİŞEHİR-ÇİFTLİK'DE SATILIK 1+1 DAİRE,103658-174,Mersin(İçel)/Yenişehir/Çiftlikköy,2,65,0,1,1
3218,https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-sahrayi-cedit-emlakcidan-daire/detay/32381988,515000,SahrayıCedidde Temiz Bakımlı ve Geniş 3+1 Satılık,3288-5917,İstanbul/Kadıköy/Sahrayı Cedit,4,135,30,2,2
