id	link	price	title	ilan_no	yer	oda	metrekare	bina_yasi	kat	banyo	label
2745	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-19-mayis-emlakcidan-daire/detay/32399202	125000	3+1 Salon Bağımsız Yapılı Balkonlu Aydınlık Daire 	14431-8166	Ankara/Keçiören/19 Mayıs	4	120	16	0	1	1
2758	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-yayla-emlakcidan-daire/detay/32375890	125000	KEÇİÖREN ETLİK YAYLA'DA 3+1 YAPILI MASRAFSIZ DAİRE	14497-8989	Ankara/Keçiören/Yayla	4	120	9	0	1	1
2768	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-beytepe-emlakcidan-daire/detay/32401304	185000	MAMAK MİSKETTE 3+1 120 M2 SATILIK FIRSAT DAİRESİ ACİL	55352-4939	Ankara/Çankaya/Beytepe	4	140	6	1	1	1
2776	https://www.hurriyetemlak.com/konut-satilik/istanbul-sile-ahmetli-emlakcidan-daire/detay/32397784	565000	ÖZKAN GAYRİMENKUL ŞİLE AHMETLİ SATILIK 4+1 DUBLEX BAHÇE KATI	2988-7975	İstanbul/Şile/Ahmetli	5	135	1	0	2	3
2778	https://www.hurriyetemlak.com/konut-satilik/izmir-buca-efeler-emlakcidan-daire/detay/32400300	265000	Şirinyer enhoşlarda masrafsız 3+1 345binden 265bine düştü ACİLLL	102175-52	İzmir/Buca/Efeler	4	130	24	2	1	1
2780	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-tunahan-emlakcidan-bina/detay/32399863	170000	ERYAMAN 5.ETAP AKTÜRK TE 5 KATLI DA 3 KAT GÜNEY CEPHELİ 2+1	17314-1177	Ankara/Etimesgut/Tunahan	3	76	18	3	1	1
2793	https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32401694	200000	ALTINOLUK GÜNAY EMLAKTAN MERKEZDE SATILIK 2+1 HESAPLI DAİRE	25542-1864	Balıkesir/Edremit/Altınoluk	3	85	19	2	1	1
2802	https://www.hurriyetemlak.com/konut-satilik/aydin-didim-hisar-emlakcidan-daire/detay/32400873	230000	DİDİM DE DENİZ MANZARALI HAVUZ CEPHELİ 2+1 DAİRE	101591-224	Aydın/Didim/Hisar	3	90	7	5	1	1
2817	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-sokullu-mehmet-pasa-emlakcidan-daire/detay/32398023	198000	CAFER'DEN KELEPİR ÖN CEPHELİ 3+1 KOMBİLİ ANA CADDE ÜZERİNDE	36429-4548	Ankara/Çankaya/Sokullu Mehmet Paşa	4	135	25	3	1	1
2818	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-general-zeki-dogan-emlakcidan-daire/detay/32255078	135000	Natoyolu Caddesi Yakını Merkezi Konumda Satılık Daire	104775-2246	Ankara/Mamak/General Zeki Doğan	4	110	15	3	1	1
2820	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkadim-emlakcidan-daire/detay/32402443	475000	BAŞAK'TAN DİKMEN VADİ YAKINI 3+1+2 BANYOLU DUBLEXS DAİRE	53453-1680	Ankara/Çankaya/İlkadım	4	180	0	2	2	2
2821	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-yayla-emlakcidan-daire/detay/32368708	230000	KEÇİÖREN ETLİK YAYLA'DA 3+1 EBEVEYN BANYOLU ÖN CEPHE DAİRE	14497-8986	Ankara/Keçiören/Yayla	4	125	3	1	2	1
2824	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-huzur-emlakcidan-daire/detay/32287767	235000	EKOL'DEN 3+1 YAPILI GÜNEYDOGU CEPHE CEVİZLİDERE CAD.YAKINI DAİRE	4583-11137	Ankara/Çankaya/Huzur	4	120	20	3	1	1
2836	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-beytepe-emlakcidan-daire/detay/32401065	730000	İNCEPTİON BEYTEPE'DE 196 M2,3 BANYOLU,SÜPER LÜX SATILIK DAİRE	3298-1114	Ankara/Çankaya/Beytepe	5	200	2	2	3	4
2843	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-bahcelievler-emlakcidan-daire/detay/32347682	470000	GARDENDEN BAHÇELİEVLER F.TERİM PARKINA YAKIN KAT EKSİKLİ ÖN CEPH	2250-760	Ankara/Çankaya/Bahçelievler	4	149	45	1	1	2
2874	https://www.hurriyetemlak.com/konut-satilik/antalya-alanya-mahmutlar-emlakcidan-bina/detay/32294846	306000	Alanya mahmutlar da satılık 2+1 daire no 196	102054-123	Antalya/Alanya/Mahmutlar	3	120	3	3	2	2
2875	https://www.hurriyetemlak.com/konut-satilik/istanbul-maltepe-idealtepe-emlakcidan-daire/detay/32261574	450000	ACİLL!! PRATİKTEN İDEALTEPE SAHİLDE 3+1, 125 M2 SATILIK DAİRE	26340-5672	İstanbul/Maltepe/İdealtepe	4	125	20	2	1	2
2878	https://www.hurriyetemlak.com/konut-satilik/canakkale-merkez-esenler-emlakcidan-daire/detay/32358298	279000	ÇANAKKALE ESENLERDE ARAKAT 3+1 DAİRE	28849-7109	Çanakkale/Merkez/Esenler	4	135	13	3	1	1
2879	https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-akat-emlakcidan-daire/detay/32360710	5406000	PARK MAYA SİTESİNDE 150 M2 BALKONLU YÜKSEK GİRİŞ KATI	1200-3507	İstanbul/Beşiktaş/Akat	4	150	16	0	2	10
2889	https://www.hurriyetemlak.com/konut-satilik/istanbul-esenyurt-pinar-emlakcidan-daire/detay/32399460	360000	SATILIK ESENYURT'DA 150m2 3+1 DAİRE	104902-49	İstanbul/Esenyurt/Pınar	4	150	2	3	2	2
2900	https://www.hurriyetemlak.com/konut-satilik/ordu-altinordu-bahcelievler-emlakcidan-daire/detay/32333041	235000	Realty-Tr Ordu'dan Bahçelievler de Satılık 2+1 90 m2 Daire	107241-11	Ordu/Altınordu/Bahçelievler	3	90	25	3	1	1
2901	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-eryaman-emlakcidan-daire/detay/32376401	350000	WEC SEÇKİN'DEN DOĞAKENT'TE 3+1 MOBİLYALI SATILIK DAİRE	16744-17758	Ankara/Etimesgut/Eryaman	4	145	15	5	2	2
2902	https://www.hurriyetemlak.com/konut-satilik/istanbul-bahcelievler-siyavuspasa-emlakcidan-daire/detay/32400620	660000	BAHÇELİEVLER YAYLADA 3+1 145M2 ARAKAT GÜNEY CEPHE ASANSÖRLÜ LÜX	29192-1262	İstanbul/Bahçelievler/Siyavuşpaşa	4	145	28	5	2	3
2903	https://www.hurriyetemlak.com/konut-satilik/izmir-menderes-gumuldur-cumhuriyet-emlakcidan-yazlik/detay/32400052	1250000	Gümüldür,KILIÇ EMLAK,Denize Sıfır,Bahçeli,Havuzlu Site İçinde	26940-3015	İzmir/Menderes/Gümüldür Cumhuriyet	4	160	0	0	2	6
2906	https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-caddebostan-emlakcidan-daire/detay/32397947	1375000	CADDEBOSTAN TAŞMEKTEPTE 180M2 EBEVEYNLİ BALKONLU SIFIR!!!	1723-3109	İstanbul/Kadıköy/Caddebostan	5	180	0	3	2	7
2907	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-seyh-samil-emlakcidan-daire/detay/32397281	110000	EPA Pusula ERYAMAN - 3.ETAP YARDIMCI'DA 1+1 FULL MOBİLYALI	2330-3381	Ankara/Etimesgut/Şeyh Şamil	2	51	19	2	1	1
2923	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-sokullu-mehmet-pasa-emlakcidan-daire/detay/32309554	475000	DOĞAN 2'DEN SOKULLUDA DÜZGÜN BİR BİNADA ÖZEL BİR DAİRE 150 m2 	1181-9940	Ankara/Çankaya/Sokullu Mehmet Paşa	4	145	19	2	1	2
2928	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkadim-emlakcidan-daire/detay/32403205	1790000	ÇANKAYA PARKEVLERİNDE YAPILI MÜKEMMEL DUBLEKS DAİRE	30001-5036	Ankara/Çankaya/İlkadım	7	350	15	17	3	9
2934	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-malazgirt-emlakcidan-daire/detay/32347124	260000	REŞADİYE'DEN DİKMEN MALAZGİRT MAH.CADDE YAKINI 3+1 DAİRE	46649-6853	Ankara/Çankaya/Malazgirt	4	130	4	1	1	1
2936	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-durali-alic-emlakcidan-daire/detay/32258294	125000	KOÇAN YATIRIMDAN ACİL DURALİ ALIÇ MAH GİRİŞ ÖN 3+1 LÜKS BİNADA F	25807-1785	Ankara/Mamak/Durali Alıç	4	125	0	0	1	1
2941	https://www.hurriyetemlak.com/konut-satilik/mersinicel-toroslar-saglik-emlakcidan-daire/detay/32401251	182000	ERGÜN DEN SAĞLIK MAH DE SIFIR GENİŞ MÜKEMMEL CEPHELİ 2+1 DAİRE	105939-249	Mersin(İçel)/Toroslar/Sağlık	3	120	0	1	2	1
2948	https://www.hurriyetemlak.com/konut-satilik/mugla-bodrum-yalikavak-emlakcidan-villa/detay/32274888	675000	BODRUM YALIKAK 'TA STILIK DENİZ MANZARALI TIRIPLEKS	49919-1218	Muğla/Bodrum/Yalıkavak	5	130	30	0	2	3
2956	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-basinevleri-emlakcidan-daire/detay/32205918	224000	BASIN CADDE YAKINI 3+1 ORTA KAT ÖN BAĞIMSIZ FULL 115M2	27283-11112	Ankara/Keçiören/Basınevleri	4	115	15	2	1	1
2963	https://www.hurriyetemlak.com/konut-satilik/izmir-buca-kozagac-emlakcidan-daire/detay/32401347	185000	CENTRAL 35 LİDER'DEN KOZAĞAÇ MH. 1+1 60M2 SIFIR D.GAZ	50860-1329	İzmir/Buca/Kozağaç	2	60	0	4	1	1
2964	https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-kozyatagi-emlakcidan-daire/detay/32287495	600000	ŞENESENEVLER MİN CAD YAKIN BAKIMLI BİNADA 3+1	3834-522	İstanbul/Kadıköy/Kozyatağı	4	130	19	6	1	3
2965	https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-ilkyerlesim-emlakcidan-daire/detay/32399263	250000	DENGE'DEN ACİL İLK YERLEŞİMDE BODRUMLU BAHÇELİ YAPILI DUBLEX	1501-3373	Ankara/Yenimahalle/İlkyerleşim	4	135	17	0	1	1
2967	https://www.hurriyetemlak.com/konut-satilik/ankara-golbasi-kizilcasar-emlakcidan-villa/detay/32401652	770000	TEK SİTESİNDE KAÇIRILMAYACAK SATILIK VİLLA	49545-2494	Ankara/Gölbaşı/Kızılcaşar	5	345	10	0	3	4
2969	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-sirintepe-emlakcidan-daire/detay/32325609	105000	EMLAK ŞEHRİNDEN ŞİRİNTEPE'DE 2+1 YÜKSEK GİRİŞ SATILIK DAİRE	53138-5175	Ankara/Mamak/Şirintepe	3	85	5	0	1	1
2975	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ayranci-emlakcidan-bina/detay/32403084	290000	A.AYRANCI ALİDEDE SOK.TA 3+1 125M2 4.KAT ÖNCEPHE KOMBİLİ YAPILI 	53653-1027	Ankara/Çankaya/Ayrancı	4	125	36	4	1	1
2979	https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-cumhuriyet-emlakcidan-daire/detay/32400760	785000	BEYLİKDÜZÜ DEMİR ROMANCE 2+1 HAVUZ CEPHELİ SATILIK LUX DAİRE	24415-4006	İstanbul/Beylikdüzü/Cumhuriyet	3	150	3	15	2	4
2983	https://www.hurriyetemlak.com/konut-satilik/ankara-golbasi-kizilcasar-emlakcidan-daire/detay/32401585	230000	İNCEK TEK SİTESİNDE İNCEK CİTY DE SATILIK 1+1	49545-2493	Ankara/Gölbaşı/Kızılcaşar	2	90	3	1	1	1
2993	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-altay-emlakcidan-daire/detay/32398994	159000	SEÇKİN'DEN OPTİMUM CEPHELİ CAM BALKONLU FULL EŞYALI ŞAHANE 1+1	53646-5482	Ankara/Etimesgut/Altay	2	60	4	14	1	1
3006	https://www.hurriyetemlak.com/konut-satilik/istanbul-bahcelievler-bahcelievler-sahibinden-daire/detay/32373126	1000000	Sahibinden Emlak Konut Sitesinde Satılık Daire	0-32373126	İstanbul/Bahçelievler/Bahçelievler	4	145	25	8	2	5
3009	https://www.hurriyetemlak.com/konut-satilik/mugla-bodrum-geris-emlakcidan-villa/detay/32396430	600000	YALIKAVAK DA UYGUN FİYATA ŞIK VİLLA 	102010-4	Muğla/Bodrum/Geriş	3	140	10	0	2	3
3024	https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-inonu-emlakcidan-daire/detay/32379115	395000	STARTKEY MAYA'DAN SOYAK SIESTA 2'DE SATILIK 2+1 C TİPİ DAİRE	101120-117	İzmir/Karşıyaka/İnönü	3	94	10	4	1	2
3032	https://www.hurriyetemlak.com/konut-satilik/bursa-osmangazi-ovaakca-merkez-emlakcidan-daire/detay/32389620	280000	REMAX DİALOG OVAAKÇA MERKEZDE SATILIK 4+1 DUBLEX DAİRE	103973-80	Bursa/Osmangazi/Ovaakça Merkez	5	165	0	3	1	1
3033	https://www.hurriyetemlak.com/konut-satilik/antalya-alanya-mahmutlar-emlakcidan-daire/detay/32369758	295000	ALANYA MAHMUTLAR DA SATILIK HAVUZLU LÜKS SİTEDE 2+1	46091-513	Antalya/Alanya/Mahmutlar	3	110	10	4	2	1
3039	https://www.hurriyetemlak.com/konut-satilik/istanbul-bagcilar-cinar-emlakcidan-daire/detay/32372990	250000	Bağcılar Çınar Mahallesi Kredili 90 m 2+1 Satılık Daire 250,000	102750-61	İstanbul/Bağcılar/Çınar	3	90	10	0	1	1
3073	https://www.hurriyetemlak.com/konut-satilik/izmir-buca-laleli-emlakcidan-daire/detay/32384371	236000	CENTRAL 35 LİDER LALELİ MH. 2+1 98M2 AÇIK MUTFAK TAMAMI KREDİ	50860-1301	İzmir/Buca/Laleli	3	98	1	4	1	1
3081	https://www.hurriyetemlak.com/konut-satilik/kocaeli-gebze-mustafapasa-emlakcidan-daire/detay/32378091	244000	Gebze Mustafapaşada Ulaşımı Rahat 2+1 Lüks SATILIK Daire	3393-2695	Kocaeli/Gebze/Mustafapaşa	3	90	0	3	1	1
3093	https://www.hurriyetemlak.com/konut-satilik/bursa-osmangazi-hocahasan-emlakcidan-bina/detay/32402570	2500000	HOCAHASAN MAH. 12 DAİRELİ LÜKS EŞYALI SIFIR KOMPLE SATILIK BİNA	46127-2638	Bursa/Osmangazi/Hocahasan	28	791	0	0	14	10
3096	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-guzelkent-emlakcidan-daire/detay/32362518	210000	ERYAMAN YAYIKLI 4 SİTESİNDE ARAKAT YAPILI KOMBİLİ SATILIK 3+1	43480-7866	Ankara/Etimesgut/Güzelkent	4	120	15	3	1	1
3101	https://www.hurriyetemlak.com/konut-satilik/antalya-muratpasa-guzeloba-emlakcidan-daire/detay/32370736	435000	DEVKONUT'DAN BARINAKLAR DA SAHİL YAKINI KATTA AYRI MUTFAK 2+1	46100-720	Antalya/Muratpaşa/Güzeloba	3	105	4	1	2	2
3115	https://www.hurriyetemlak.com/konut-satilik/istanbul-sile-kumbaba-emlakcidan-villa/detay/32360987	700000	ÖZKAN GAYRİMENKUL ŞİLE KUMBABADA SATILIK VİLLA 3+1 MUSTAKİL EV	2988-7964	İstanbul/Şile/Kumbaba	4	150	0	0	2	4
3116	https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32379646	285000	ALTINOLUK BİLGİÇ EMLAK'TAN SATILIK DAİRE	101618-40	Balıkesir/Edremit/Altınoluk	3	75	0	0	1	1
3120	https://www.hurriyetemlak.com/konut-satilik/mersinicel-yenisehir-cumhuriyet-emlakcidan-daire/detay/32386083	235000	CUMHURİYETTE ARAKAT 3+1 ASANSÖRLÜ İÇİ LÜX YAPILI DOĞALGAZ AKTİF	103861-126	Mersin(İçel)/Yenişehir/Cumhuriyet	4	160	22	2	1	1
3149	https://www.hurriyetemlak.com/konut-satilik/istanbul-fatih-silivrikapi-emlakcidan-daire/detay/32382194	750000	EVSEN İNŞAAT'TAN FATİH YEDİEMİRLERDE 16 YILLIK 4+1 DUBLEKS	35277-3485	İstanbul/Fatih/Silivrikapı	5	150	16	3	2	4
3151	https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-feneryolu-emlakcidan-daire/detay/32363437	560000	ENERJİ F.YOLU'NDA 120M2 KOMBİLİ BAKIMLI	5555-29070	İstanbul/Kadıköy/Feneryolu	3	120	40	0	2	3
3160	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-incirli-emlakcidan-daire/detay/32361232	140000	 İncirli Merkezde 3+1 Bağımsız İncirlinin Enuygun Kattaki Daires	52014-4755	Ankara/Keçiören/İncirli	4	120	10	1	1	1
3163	https://www.hurriyetemlak.com/konut-satilik/izmir-karabaglar-refet-bele-emlakcidan-daire/detay/32392380	275000	Öğretmen Emlak'tan Refetbele Mah. 2+1 Satılık Daire	23746-12133	İzmir/Karabağlar/Refet Bele	3	105	8	1	1	1
3164	https://www.hurriyetemlak.com/konut-satilik/istanbul-avcilar-merkez-emlakcidan-daire/detay/32395240	395000	PRESTİJ'DEN REŞİTPAŞA ÜZERİNDE ASANSÖRLÜ,1.KAT,OTOPARKLI,3+1	2912-2656	İstanbul/Avcılar/Merkez	4	130	30	1	1	2
3175	https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-2000-evler-emlakcidan-daire/detay/32392879	167500	2000 EVLERDE ÖZEL GÜVENLİKLİ SİTE İÇİ 2+1 BU FİYATA SON DAİRE!!!	54979-9761	Adana/Seyhan/2000 Evler	3	130	0	10	2	1
3176	https://www.hurriyetemlak.com/konut-satilik/istanbul-besiktas-konaklar-emlakcidan-daire/detay/32374989	444000	iskanli katmukiyetki 550 den 2 gün 444 tl 	43996-7519	İstanbul/Beşiktaş/Konaklar	3	95	1	2	2	2
3179	https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-fethiye-emlakcidan-daire/detay/32372865	645000	1868- ELFİ DEN NİLÜFER FETHİYE ORANGE CİTY'DE SATILIK 3+1 DAİRE	49157-16340	Bursa/Nilüfer/Fethiye	4	184	4	2	2	3
3187	https://www.hurriyetemlak.com/konut-satilik/istanbul-uskudar-bahcelievler-emlakcidan-daire/detay/32376941	2390000	ÇENGELKÖY NAZENİN KONAKLARINDA MUHTEŞEM 4,5+1 209 m2!!!	2924-36821	İstanbul/Üsküdar/Bahçelievler	5	209	0	1	2	10
3190	https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32399367	1450000	 FENERBAHÇE DALYANDA 155M2 EBEVEYNLİ SIFIR KAT!!!	1723-3132	İstanbul/Kadıköy/Fenerbahçe	4	155	0	7	2	7
3202	https://www.hurriyetemlak.com/konut-satilik/bursa-nilufer-ataevler-emlakcidan-daire/detay/32369065	920000	48 AY 0 FAİZ İLE NEVATA DA 4+1 SATILIK BAHÇE DUBLEKSİ	49157-16333	Bursa/Nilüfer/Ataevler	5	370	0	0	3	5
3207	https://www.hurriyetemlak.com/konut-satilik/istanbul-beylikduzu-adnan-kahveci-emlakcidan-daire/detay/32395433	680000	Beylikdüzü Kalekent Satılık 3+1 Daire	106678-33	İstanbul/Beylikdüzü/Adnan Kahveci	4	155	2	1	2	3
3217	https://www.hurriyetemlak.com/konut-satilik/mersinicel-yenisehir-ciftlikkoy-emlakcidan-daire/detay/32386056	115000	AYGAYRİMENKUL'DEN MERSİN-YENİŞEHİR-ÇİFTLİK'DE SATILIK 1+1 DAİRE	103658-174	Mersin(İçel)/Yenişehir/Çiftlikköy	2	65	0	1	1	1
3223	https://www.hurriyetemlak.com/konut-satilik/balikesir-edremit-altinoluk-emlakcidan-daire/detay/32379509	250000	ALTINOLUK BİLGİÇ EMLAK'TAN SATILIK DAİRE	101618-39	Balıkesir/Edremit/Altınoluk	3	80	11	2	1	1
3228	https://www.hurriyetemlak.com/konut-satilik/izmir-buca-yigitler-emlakcidan-daire/detay/32380903	465000	AK-EV EMLAK GÜVENCESİYLE VERGİ DAİRESİ CİVARI ULTRALÜKS ARAKAT 	10377-2840	İzmir/Buca/Yiğitler	4	150	1	2	2	2
3232	https://www.hurriyetemlak.com/konut-satilik/istanbul-uskudar-altunizade-emlakcidan-daire/detay/32367573	875000	ÜSKÜDAR BAĞLARBAŞI SATILIK 4+1 LÜKS SIFIR DUBLEKS KW Konak'S	55247-4396	İstanbul/Üsküdar/Altunizade	5	165	0	0	2	4
3250	https://www.hurriyetemlak.com/konut-satilik/adana-seyhan-gurselpasa-emlakcidan-daire/detay/32385210	225000	KONAK'tan Gürselpaşa'da 3+1+G.O'lı Sıfır Lüks Bahçe Katı Cazip	1500-16597	Adana/Seyhan/Gürselpaşa	4	160	0	0	2	1
3251	https://www.hurriyetemlak.com/konut-satilik/izmir-karabaglar-yurdoglu-emlakcidan-daire/detay/32376886	425000	Öğretmen Emlak'tan Yurtoğlu Folkart ta 3+1 Satılık Daire	23746-12120	İzmir/Karabağlar/Yurdoğlu	4	150	0	6	1	2
3260	https://www.hurriyetemlak.com/konut-satilik/izmir-karsiyaka-ornekkoy-emlakcidan-bina/detay/32379895	215000	Merkezi Konumda Yatırım Değeri Yüksek 1+1 60 M2 Satılık Daire	2186-6146	İzmir/Karşıyaka/Örnekköy	2	60	0	1	1	1
3262	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-ilkbahar-emlakcidan-daire/detay/32383723	289000	 ALTINORAN GÖL EVLERİ BÜYÜK TİP 1+1	31397-4856	Ankara/Çankaya/İlkbahar	2	89	1	3	1	1
3277	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-yildizevler-emlakcidan-bina/detay/32369894	210000	FIRSAT BÖLGENIN EN GÜZEL YERİNDE 1+1 SATILIK DAİRE***	31397-4766	Ankara/Çankaya/Yıldızevler	2	120	0	1	1	1
3313	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-incirli-emlakcidan-daire/detay/32361314	260000	Merkezi Konum'da 3+1 Ön Cephe Yunus Emre Cad.Yakın	52014-4756	Ankara/Keçiören/İncirli	4	135	30	2	1	1
3322	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-naci-cakir-emlakcidan-daire/detay/32394493	219000	LEVENT'TEN DİKMEN NACİÇAKIR'DA 3+1,115M2,BAHÇE ÇIKIŞLI	36851-7854	Ankara/Çankaya/Naci Çakır	4	125	25	0	1	1
3325	https://www.hurriyetemlak.com/konut-satilik/ankara-yenimahalle-ilkyerlesim-emlakcidan-mustakil-ev/detay/32366594	450000	YERKÜRE DEN METRO YAKINI FULL YAPILI MÜSTAKİL ...	18354-8115	Ankara/Yenimahalle/İlkyerleşim	6	160	25	0	1	2
3341	https://www.hurriyetemlak.com/konut-satilik/ankara-etimesgut-oguzlar-emlakcidan-daire/detay/32388251	163000	ULAŞ EMLAK'TAN YENİ TAPU DAİRESİ KARŞISI SİTEDE 4.KAT	1493-11376	Ankara/Etimesgut/Oğuzlar	4	100	17	4	1	1
3346	https://www.hurriyetemlak.com/konut-satilik/istanbul-atasehir-kucukbakkalkoy-emlakcidan-bina/detay/32386449	690000	ORYAŞTAN K.BAKKALKÖYDE CADDE ÜZERİ ULTRA LÜKS 3+1 DAİRE	13735-8517	İstanbul/Ataşehir/Küçükbakkalköy	4	130	8	7	1	3
3354	https://www.hurriyetemlak.com/konut-satilik/istanbul-bakirkoy-yesilkoy-emlakcidan-daire/detay/32370060	2600000	R.E.P GAYRİMENKUL'DEN YEŞİLYURT'TA SIFIR 2+1 BAHÇE KATI	2046-17031	İstanbul/Bakırköy/Yeşilköy	3	100	0	0	2	10
3356	https://www.hurriyetemlak.com/konut-satilik/aydin-kusadasi-turkmen-emlakcidan-daire/detay/32400729	430000	KUŞADASI ŞEHİR MERKEZİNDE MANZARALI SATILIK DAİRE	53744-2397	Aydın/Kuşadası/Türkmen	3	120	10	3	2	2
3359	https://www.hurriyetemlak.com/konut-satilik/adana-cukurova-guzelyali-emlakcidan-daire/detay/32377426	600000	TURYAP TAN SÜLEYMAN DEMİREL BLV 4+1 CEPHESİ AÇIK KAÇMAZ DAİRE	4476-26047	Adana/Çukurova/Güzelyalı	5	210	15	15	2	3
3364	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-huzur-emlakcidan-daire/detay/32390438	119000	DOĞAN DAN 1+1 YENİ BİNA DA GİRİŞ KOMBİLİ HAZIR KİRACILI KELEPİR 	16761-22891	Ankara/Çankaya/Huzur	2	60	2	0	1	1
3378	https://www.hurriyetemlak.com/konut-satilik/tekirdag-corlu-yenice-emlakcidan-yazlik/detay/32395294	61000	YENİCEDE AİDAT YOK,E-5 E CEPHELİ,DENİZ MANZ.STUDYO DAİRE	14577-2948	Tekirdağ/Çorlu/Yenice	1	31	23	2	1	0
3394	https://www.hurriyetemlak.com/konut-satilik/istanbul-kadikoy-fenerbahce-emlakcidan-daire/detay/32382737	1825000	 FENERBAHÇEDE 170M2 BALKONLU EBEVEYNLİ 1 YILLIK!!!	1723-3016	İstanbul/Kadıköy/Fenerbahçe	4	170	0	6	2	9
3400	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-alacaatli-emlakcidan-daire/detay/32371785	499000	ALACAATLI MEŞREP ARKASI UYGUN FİYATLI SATILIK DAİRE	2888-9149	Ankara/Çankaya/Alacaatlı	5	200	10	0	2	2
3408	https://www.hurriyetemlak.com/konut-satilik/istanbul-kucukcekmece-atakent-emlakcidan-bina/detay/32364414	245000	Atakent 3 Etap 1+1 Mobilyalı Satılık Daire	2734-6386	İstanbul/Küçükçekmece/Atakent	2	67	15	0	1	1
3413	https://www.hurriyetemlak.com/konut-satilik/ankara-mamak-demirlibahce-emlakcidan-daire/detay/32374709	175000	DEMİRLİBAHÇE UZGÖRENLER SOKAKTA 3+1 FULL YAPILI SATILIK DAİRE 	21401-657	Ankara/Mamak/Demirlibahçe	4	110	12	0	1	1
3423	https://www.hurriyetemlak.com/konut-satilik/ankara-kecioren-basinevleri-emlakcidan-daire/detay/32381770	360000	UZMAN EMLAK 1'DEN SELÇUKLU KULELERİNDE FULL YAPILI 3+1 DAİRE	1955-3588	Ankara/Keçiören/Basınevleri	4	127	0	3	1	2
3427	https://www.hurriyetemlak.com/konut-satilik/mersinicel-mezitli-yeni-emlakcidan-bina/detay/32371604	450000	KARİZMA'DAN LİVA CİVARI PARKA CEPHELİ LÜKS HAVUZLU	2233-14141	Mersin(İçel)/Mezitli/Yeni	5	220	4	15	2	2
3436	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-birlik-emlakcidan-daire/detay/32366490	280000	KARAKUŞ'TAN MERKEZİ KONUMDA,GÜNEY CEPHE,ARA KATTA 3+1 DAİRE	10943-1887	Ankara/Çankaya/Birlik	4	135	14	1	2	1
3445	https://www.hurriyetemlak.com/konut-satilik/istanbul-tuzla-aydintepe-emlakcidan-daire/detay/32375295	220000	TUZLA EVORA 1+1 SATILIK	55247-4401	İstanbul/Tuzla/Aydıntepe	2	62	4	6	1	1
3472	https://www.hurriyetemlak.com/konut-satilik/ankara-cankaya-naci-cakir-emlakcidan-daire/detay/32369559	365000	REŞADİYE'DEN DİKMEN NACİ ÇAKIR MAH. 4+1 200 M2 TERASLI DUBLEKS	46649-6880	Ankara/Çankaya/Naci Çakır	5	200	20	2	2	2
